blue,green,red,saturation,hue,Value,watermark,mean_scharr,std_scharr,skew_scharr,mean_sobel,std_sobel,skew_sobel,mean_hog_list,std_hog_list,mean_noise_list,std_noise_list,mean_spectrum_list,var_spectrum_list,skew_spectrum_list,kurt_spectrum_list,contrast_glcms_list,dissimilarity_glcms_list,homogeneity_glcms_list,energy_glcms_list ,correlation_glcms_list ,LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,LBP10,mean_cA_wavelet,var_cA_wavelet,skew_cA_wavelet,kurt_cA_wavelet,mean_cH_wavelet,var_cH_wavelet,skew_cH_wavelet,kurt_cH_wavelet,mean_cV_wavelet,var_cV_wavelet,skew_cV_wavelet,kurt_cV_wavelet,mean_cD_wavelet,var_cD_wavelet,skew_cD_wavelet,kurt_cD_wavelet,mean_quant_table_0_list,mean_quant_table_1_list,std_quant_table_0_list,std_quant_table_1_list,max_value_list_ela,std_deviation_list_ela,y_category_uncleaned,y_real_fake_uncleaned,image_name
199.5076418,129.7344313,70.6575861,172.3726454,104.5544786,199.9796,FALSE,115.552954,154.565827,2.556863773,28.79003869,38.60141558,2.559723017,0.101524747,0.132104349,120.0065098,59.28299115,135.2933309,608.3057881,0.927749717,2.675220548,2.298932177,0.838080592,0.695328527,0.045529536,0.999697294,0.006153107,0.029464722,0.012161255,0.086108208,0.206118584,0.276510239,0.045686722,0.047893524,0.240611076,0.049292564,287.7210178,11790.94977,-0.318941485,-0.891922762,-0.115091324,32.93821864,0.572287374,6.605352342,-0.002065659,1.269274259,0.244166393,8.337013547,-0.000429153,0.197115714,-0.015554713,7.09893994,15.015625,22.5625,8.908374198,7.123629254,752526,48362.67544,Sea,Fake,150400011_fake_dall.e_sea_1.jpg
223.1071196,143.3818541,82.68234634,162.6029959,101.3805552,223.6138248,FALSE,93.30592934,135.9268541,2.879766061,23.19225901,33.88341767,2.88819291,0.110531052,0.124742392,134.3192797,66.18850625,135.3644913,643.0424814,0.896437833,2.252256359,3.577890167,1.001055795,0.679717922,0.04419212,0.999621422,0.00722599,0.027414322,0.015634537,0.092804909,0.169269562,0.238286018,0.050004005,0.048224449,0.304886818,0.04624939,320.6038361,11550.08781,-0.200705654,-1.19585273,-0.138324738,16.21617587,0.791723535,11.66064651,0.036312103,2.024182682,0.018506501,11.73306249,0.000595093,0.251060132,0.004442653,6.776377469,15.015625,22.5625,8.908374198,7.123629254,723443,46422.82422,Sea,Fake,150400011_fake_dall.e_sea_2.jpg
201.9031229,151.9129934,84.79268169,152.7231712,99.99984837,202.9715643,FALSE,38.7646817,62.77231999,5.404999088,9.634953815,15.66466428,5.42679605,0.101322707,0.132330974,137.5315285,45.58892901,122.4479145,572.2104422,0.881106413,2.545676253,0.52351005,0.310350226,0.863906577,0.061509691,0.999882464,0.004258156,0.020577431,0.003545761,0.062002182,0.056038857,0.296998024,0.03767395,0.042633057,0.419869423,0.05640316,318.4465637,6124.340669,-0.207395447,-0.374196429,-0.162914276,4.425790482,2.433847088,52.08904089,0.018890381,0.208421535,-0.420356566,28.1513449,-0.000782013,0.064128264,-0.036776417,6.805156433,15.015625,22.5625,8.908374198,7.123629254,887724,55384.78033,Sea,Fake,150400011_fake_dall.e_sea_3.jpg
187.8255806,89.49270725,22.61949062,228.4000273,107.9799223,187.8255806,FALSE,54.90825299,87.64934791,4.141905165,13.68581467,21.90237811,4.1474741,0.08754203,0.141824436,80.66970539,39.77937516,118.6258106,529.8081246,0.792756635,2.436230672,0.393968987,0.252028539,0.88709399,0.081722317,0.999883272,0.005075455,0.018889427,0.002261162,0.046521187,0.057516098,0.387260437,0.027334213,0.025108337,0.364671707,0.065361977,222.5505219,6884.507623,0.465862028,-1.056295801,0.01638031,8.938381817,0.943511195,10.42240748,0.002162933,0.123906226,0.009313225,24.59414811,0.001163483,0.059471684,0.023496687,5.236423335,15.015625,22.5625,8.908374198,7.123629254,827781,52448.72492,Sea,Fake,150400011_fake_dall.e_sea_4.jpg
189.5674314,124.3722486,74.12017059,160.3164043,106.8888884,189.5674314,FALSE,79.22890313,97.05800224,2.365922313,19.69175674,24.2058259,2.374759987,0.097138473,0.133749578,116.7614384,33.16682376,132.0978156,552.6463114,0.732640149,1.898472976,1.551796951,0.646241905,0.751208098,0.104758698,0.999291523,0.006925583,0.033465385,0.010270119,0.066308975,0.154291153,0.273003578,0.047429085,0.044297218,0.305737495,0.058271408,276.3512859,4445.97231,-0.074846634,-1.071065299,0.052476883,18.62206402,0.490991957,7.205827325,0.00292778,0.782001507,-0.327904328,11.00367666,-0.000356674,0.168881289,-0.106687652,10.72840357,15.015625,22.5625,8.908374198,7.123629254,847555,53563.87285,Sea,Fake,150400011_fake_dall.e_sea_5.jpg
33.82813072,105.2862844,112.1654301,190.5530767,25.70591354,114.7610111,FALSE,501.2825409,427.4630121,1.628305613,122.8769217,105.3668749,1.644942459,0.141034337,0.08880931,99.12699604,60.91554038,176.2329593,687.0847119,0.241827205,0.230145768,433.6653512,14.06584685,0.099267323,0.010456933,0.945770011,0.043841362,0.067183495,0.072771072,0.148914337,0.213553429,0.141759872,0.08234024,0.070252419,0.061310768,0.098073006,169.3986168,11403.09428,0.413461528,-0.863180897,-0.034862518,252.0887256,-0.079338885,2.707558798,-0.013553619,352.0490621,0.162023989,4.024290507,-0.002719879,32.56819748,0.020436235,2.670887203,17.328125,26.03125,10.30178184,8.244256997,466685,35639.36959,Jungle,Fake,150400011_fake_stable_jungle_1.jpg
47.74473095,97.60273743,110.9777308,150.3709993,42.01147366,118.7697086,FALSE,412.3457593,365.3619891,1.465008195,101.490133,90.16182481,1.476740237,0.138994773,0.091968641,95.91858006,55.97865515,166.043476,836.9376249,0.427793712,0.165907791,239.4689018,10.29549368,0.159563091,0.016894868,0.963469928,0.028927803,0.053144455,0.063477516,0.166130066,0.243954659,0.162405014,0.083662033,0.060624123,0.061533928,0.076140404,168.4300098,8388.856877,0.756127145,-0.409920109,0.036714554,172.5418449,-0.035135531,3.079688178,0.071084976,196.6395993,0.058663509,3.824943104,-0.002401352,13.55059524,-0.003544035,3.127822276,17.328125,26.03125,10.30178184,8.244256997,465798,37232.01027,Jungle,Fake,150400011_fake_stable_jungle_2.jpg
44.93137836,119.4810743,64.97049046,183.434741,54.05656815,119.5445747,FALSE,505.7391179,442.0243048,1.235031261,125.102654,109.2537442,1.234744807,0.124925105,0.110324503,94.51150608,71.59164382,166.8345792,863.9248071,0.584993592,0.415707003,389.9531412,13.55419397,0.126300566,0.012297823,0.963749374,0.01891613,0.044656754,0.048632622,0.154120445,0.344028473,0.175601006,0.066369057,0.049078941,0.043392181,0.055204391,181.9341507,18234.25394,0.682179241,-0.65976044,0.088260651,144.8516366,-0.070835755,3.170424221,-0.047092438,248.2107244,-0.004822852,1.294949258,-0.002571106,7.730814999,0.043797311,3.399661497,17.328125,26.03125,10.30178184,8.244256997,442339,34610.80261,Jungle,Fake,150400011_fake_stable_jungle_3.jpg
38.7234602,114.4144258,62.73653889,187.8662891,53.21639919,114.4767122,FALSE,605.1519835,555.6453567,1.144639441,149.2130631,136.7119521,1.140243815,0.128122298,0.106594815,90.14785004,69.25906644,#NAME?,,,,611.3118089,16.32425121,0.131523158,0.013295628,0.940421752,0.025337219,0.049800873,0.055006981,0.159337997,0.301466942,0.162581444,0.069947243,0.055159569,0.054945946,0.066415787,171.7662411,16306.44662,0.611608247,-0.769504076,0.119356155,215.6345817,0.013739767,2.107298876,-0.008886337,337.2153723,-0.002690438,1.085780944,-0.000276566,13.90591137,0.072723259,2.44304731,17.328125,26.03125,10.30178184,8.244256997,410702,33087.88627,Jungle,Fake,150400011_fake_stable_jungle_4.jpg
64.71813202,114.3855114,98.75441647,130.7142849,44.21756077,117.9846735,FALSE,391.652588,385.2638212,2.132398185,95.75939707,94.34530765,2.137433226,0.135082727,0.097623945,104.0265265,62.06565226,172.3357858,722.6368654,0.263459057,0.087738215,277.5234127,10.8200013,0.158163707,0.01213179,0.964069727,0.03826046,0.068087578,0.060535431,0.133253098,0.234924316,0.148634911,0.078925133,0.070419312,0.076896667,0.090063095,195.5080376,13086.98569,0.419666767,-0.568847666,0.087364197,182.3207519,-0.196492286,9.110521489,0.052379608,238.0337821,-0.093237109,5.301728794,-0.002792358,24.78190596,-0.011249406,7.190057195,17.328125,26.03125,10.30178184,8.244256997,454048,37985.186,Jungle,Fake,150400011_fake_stable_jungle_5.jpg
132.2341967,129.7273502,130.0631275,47.17500019,59.61634541,143.5720892,FALSE,185.425419,211.9594917,2.411537243,45.8571118,52.47757725,2.413449371,0.131228855,0.102746121,130.1172132,48.29695948,149.2610707,815.8033931,0.650065195,0.761896164,42.71577067,3.866741699,0.382439022,0.025578383,0.990937507,0.011990547,0.034022331,0.034478188,0.141518593,0.255444527,0.227982521,0.073405266,0.043217659,0.132766724,0.045173645,261.0596581,8672.918699,0.516117836,-0.481546388,-0.037643433,43.11003507,0.043692513,8.475928512,-0.007396698,31.18433822,-0.011487275,7.401197851,-0.001403809,1.288425382,0.155720194,9.927869242,17.328125,26.03125,10.30178184,8.244256997,786653,50848.8737,Mountain,Fake,150400011_fake_stable_mountain_1.jpg
150.5709906,149.8311291,149.6956758,10.64169979,60.06667328,150.8795328,FALSE,226.3321359,367.6414494,2.64298535,55.84255044,90.78014062,2.637756462,0.136219401,0.096031518,149.8775682,61.57467153,160.1689874,819.8172039,0.537396802,0.484922295,93.76884393,4.577685881,0.436018761,0.046607687,0.987628958,0.01511097,0.04481411,0.032757759,0.143787384,0.198832512,0.222687721,0.088793755,0.066994667,0.124222755,0.061998367,299.9606171,14932.0475,-1.035704137,0.571784606,0.02337265,105.296426,-0.100835601,9.316758302,0.001037598,63.47636878,-0.09041358,11.67065379,0.000202179,3.637891729,0.0064709,10.91114405,17.328125,26.03125,10.30178184,8.244256997,754416,49857.169,Mountain,Fake,150400011_fake_stable_mountain_2.jpg
134.7763462,130.3732824,126.6797943,89.31042385,75.49870491,155.5666542,FALSE,327.573908,336.8553958,1.944818019,80.14560172,82.52495275,1.952730159,0.139647478,0.0909745,129.7701454,49.31334971,167.8660647,709.5138837,0.343711647,0.326697978,198.4154763,8.800022338,0.236088614,0.017155939,0.957980097,0.033304214,0.058062553,0.057807922,0.140773773,0.214472771,0.17904377,0.087119102,0.063287735,0.081295013,0.084833145,262.5408173,7977.624768,-0.002409293,-0.145217493,-0.002864838,116.126037,-0.147788009,5.313733189,0.079864502,171.3937948,-0.064174956,5.023236389,0.00233078,16.82285147,0.011915804,5.117971983,17.328125,26.03125,10.30178184,8.244256997,496863,39496.9269,Mountain,Fake,150400011_fake_stable_mountain_3.jpg
118.7310333,119.2089443,120.9511919,116.3216496,81.52659321,154.024827,FALSE,216.2327285,333.7225078,3.66772332,52.91416812,81.53364731,3.641288652,0.136957527,0.094975858,119.6766968,55.76959548,168.3119768,642.6970769,0.261279402,0.298436496,185.531943,6.453241462,0.318498135,0.024243725,0.969594383,0.030170441,0.0707407,0.044440269,0.125981331,0.194755554,0.176446915,0.087248802,0.079800606,0.096507072,0.09390831,238.5470543,8017.167023,0.753781921,-0.554158385,0.02722168,71.39214419,0.616375296,28.5939936,-0.029773712,157.6006131,0.089864973,18.70651714,0.002655029,15.70926152,0.027121499,23.97241006,17.328125,26.03125,10.30178184,8.244256997,571465,40606.29285,Mountain,Fake,150400011_fake_stable_mountain_4.jpg
130.6847782,126.5038357,125.2390585,23.23639965,111.7253857,130.7216702,FALSE,147.5017276,221.2445684,2.525931828,36.5357357,54.78775301,2.525075763,0.124020835,0.111340066,126.531498,65.26375465,145.4045186,838.7418193,0.803882835,1.145658314,41.96211644,3.115766091,0.524892518,0.03819771,0.995065575,0.006810188,0.021615028,0.020097733,0.14413166,0.211041451,0.265855789,0.069412231,0.059717178,0.172377586,0.028941154,254.8012619,16867.79934,-0.583865131,-0.853784858,0.102462769,34.03172245,0.303536608,9.240184186,-0.001823425,32.30991413,0.087129603,11.98824612,-0.000480652,1.08636833,0.07655565,11.39946025,17.328125,26.03125,10.30178184,8.244256997,849263,54224.10381,Mountain,Fake,150400011_fake_stable_mountain_5.jpg
178.2465668,141.8671846,100.3184738,121.6706419,102.507287,180.0188522,FALSE,239.3110971,289.909821,2.512538079,58.90227371,71.29236552,2.508911256,0.133135519,0.10026321,133.6035109,49.13807575,161.1313004,770.2803379,0.383710922,0.227375611,69.87174479,4.585633935,0.336183242,0.02375444,0.985832784,0.022128105,0.052945137,0.043166161,0.13555336,0.26702404,0.2032547,0.082466125,0.059153557,0.064274788,0.070034027,296.0201473,8432.151346,0.321351465,-0.277110619,-0.010217667,122.7194724,0.061090496,8.475351805,0.029195786,55.52436562,-0.405551935,13.76301577,0.002836227,7.434839788,0.113877873,12.79218002,17.328125,26.03125,10.30178184,8.244256997,600040,42341.78288,Sea,Fake,150400011_fake_stable_sea_1.jpg
186.2028446,152.6937284,108.0487118,115.7431192,96.20906448,188.2172251,FALSE,288.9298749,304.2978266,1.733605616,71.29673641,75.43768133,1.748327708,0.130894052,0.103172307,143.1505594,46.70536244,158.7820838,786.195547,0.449407556,0.337327646,58.9232735,4.837038161,0.295000662,0.028363024,0.986800315,0.026481628,0.057927132,0.050037384,0.136055946,0.244169235,0.182753563,0.083490372,0.061060905,0.07947731,0.078546524,315.2351322,6388.201237,-0.163280422,-0.937966346,-0.042844772,151.0962717,0.076665774,3.772564465,0.03745079,48.88882285,-0.069518787,5.47042394,6.68E-05,5.3812952,0.016268456,6.495901923,17.328125,26.03125,10.30178184,8.244256997,542743,39630.91442,Sea,Fake,150400011_fake_stable_sea_2.jpg
158.605382,151.2912283,124.3473158,59.88984203,90.50511551,162.4503527,FALSE,269.3724827,288.2405106,1.899460687,66.37717788,71.15334192,1.891344025,0.129062751,0.10545418,144.0655394,34.72501668,158.15919,805.1531248,0.460003094,0.113371905,50.18677354,4.08796222,0.360435756,0.032924815,0.978740679,0.021571159,0.065747261,0.041730881,0.119990349,0.234928131,0.179829597,0.072793007,0.078572273,0.119387627,0.065449715,300.8463383,5112.096319,-0.194698192,-0.947134625,0.087751389,173.8978259,0.008236073,3.866677902,0.018003464,37.80075563,-0.190892847,14.89008948,0.000101089,5.903389921,-0.141901179,10.10561352,17.328125,26.03125,10.30178184,8.244256997,652609,45525.61736,Sea,Fake,150400011_fake_stable_sea_3.jpg
169.4261808,160.7826481,100.3140326,108.63482,91.92505836,172.2211962,FALSE,386.1575127,353.5470479,1.606350918,95.59509604,87.94037393,1.608136001,0.117517054,0.118184262,143.6795378,32.95273897,158.828095,801.7035701,0.604188522,0.540654256,42.93056383,4.445018481,0.245496064,0.022480412,0.980349465,0.024859428,0.078377724,0.043262482,0.111890793,0.334487915,0.148507118,0.066743851,0.076709747,0.046209335,0.068951607,312.9547749,3854.253294,0.182922913,-0.472201854,0.034406662,325.686731,-0.054518743,2.064933236,0.020296097,29.73283678,-0.095737814,7.375849897,0.001432419,5.64136586,-0.008339822,5.341666671,17.328125,26.03125,10.30178184,8.244256997,538347,41386.92213,Sea,Fake,150400011_fake_stable_sea_4.jpg
186.4850025,167.8717556,118.036294,107.0439129,98.66084766,186.5036755,FALSE,566.9761462,578.2629015,1.428209362,140.6168542,143.8776224,1.429540482,0.105250396,0.12922899,155.1308203,54.92372276,168.203582,741.4484153,0.642110679,0.597708679,67.17113423,5.165022834,0.253999385,0.019109444,0.98819144,0.02957058,0.096845627,0.0321064,0.085146904,0.341814041,0.125439644,0.053398132,0.097658157,0.05615139,0.081869125,335.5034447,9182.883096,0.056256147,-1.031666781,0.102840424,871.7486688,0.041214621,2.253586112,0.008892059,38.63468846,-0.099367519,11.55765039,-0.002666473,14.44425063,0.081653997,6.940817699,17.328125,26.03125,10.30178184,8.244256997,457832,35992.91863,Sea,Fake,150400011_fake_stable_sea_5.jpg
23.94929504,54.36262989,27.82868099,164.9173231,58.60750103,54.63721561,FALSE,245.7519252,240.3600356,2.814670817,60.84633507,59.62598671,2.837938374,0.136676827,0.095379362,42.88149357,31.16102808,149.9190184,862.7596126,0.787483741,0.774872951,112.3536741,6.677423173,0.198520131,0.023144164,0.947481492,0.012865067,0.038593292,0.044346809,0.165389061,0.335007668,0.194975853,0.075515747,0.043018341,0.046762466,0.043525696,84.46423149,3556.803466,1.106930155,1.596956587,0.029218674,32.88415127,-0.226515629,5.603880925,0.018903732,104.7736438,0.216819806,11.43199365,-0.000909805,2.27871526,0.119022787,10.07101714,22.3125,38.203125,15.4736419,12.02884513,582023,42247.98492,Jungle,Real,150400011_real_none_jungle_1.jpg
31.79158878,76.49522781,47.34582424,161.519145,48.52403736,76.610569,FALSE,221.0640512,210.8000966,2.372583651,54.83418191,52.3208326,2.377627299,0.135350752,0.097252001,62.64505863,39.55930596,146.1583863,859.805632,0.890429046,1.121688507,77.11571263,5.583070817,0.228286768,0.024281425,0.976522238,0.009537697,0.030854225,0.036466599,0.164723396,0.358879089,0.214361191,0.072925568,0.037661552,0.036705017,0.037885666,119.5959244,5720.150623,1.839391644,4.289139097,0.023902893,30.33706369,-0.036045867,6.758692623,0.023826599,69.94492408,0.106092929,8.205312972,0.00062561,1.421184148,0.074705872,10.16855866,22.3125,38.203125,15.4736419,12.02884513,653222,44994.56405,Jungle,Real,150400011_real_none_jungle_10.jpg
58.95670033,99.7727766,108.3301229,134.9033136,36.05252934,117.7390203,FALSE,217.1007776,291.8912092,3.003499932,53.6012616,72.04237956,3.009703221,0.131737641,0.102092957,97.66468239,67.7827158,151.3549559,901.028277,0.762933039,0.493827473,126.1081197,5.88032575,0.34220584,0.026400284,0.985666653,0.011464119,0.036735535,0.035778046,0.143030167,0.259223938,0.217907906,0.070464134,0.050247192,0.131585121,0.043563843,177.0980148,14091.69742,0.395049891,-1.337295315,0.122127533,41.72272715,0.396020748,14.55587117,-0.00044632,119.8892305,-0.054720146,16.14568398,0.000457764,3.959977894,-0.050869431,18.64694171,22.3125,38.203125,15.4736419,12.02884513,681570,45805.54964,Jungle,Real,150400011_real_none_jungle_2.jpg
24.74712753,59.95318317,33.60045624,172.410532,53.41654682,59.96711254,FALSE,282.0447034,332.2749475,2.916194938,69.81586829,82.39681945,2.941457003,0.134462084,0.098284468,47.99218845,41.72113445,152.2812724,893.6182688,0.84768474,0.876883358,176.1490255,7.707726204,0.229004093,0.029145699,0.952004603,0.011217117,0.035516739,0.04040432,0.161355972,0.319389343,0.197693825,0.071722031,0.04504776,0.075269699,0.042383194,92.83759117,6390.601764,1.713930441,4.044007693,0.05830574,51.83110838,-0.030627403,8.478136805,-0.193674088,162.883508,-0.605382384,11.10372165,0.001207352,3.650115463,-0.008373264,9.441642942,22.3125,38.203125,15.4736419,12.02884513,645687,44152.56485,Jungle,Real,150400011_real_none_jungle_3.jpg
